Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
124933040,From Genghis Khan to Tamerlane: The Reawakening of Mongol Asia,Peter Jackson,"Jackson, Peter",,"=""0300251122""","=""9780300251128""",0,3.39,Yale University Press,Hardcover,752,2024,,,2024/01/19,to-read,to-read (#300),to-read,,,,0,0
64582,Chaos: Making a New Science,James Gleick,"Gleick, James",,"=""0140092501""","=""9780140092509""",0,4.03,Penguin Group,Paperback,352,1988,1987,,2024/01/17,to-read,to-read (#299),to-read,,,,0,0
50131136,"Atlas of AI: Power, Politics, and the Planetary Costs of Artificial Intelligence",Kate Crawford,"Crawford, Kate",,"=""0300209576""","=""9780300209570""",0,3.93,Yale University Press,ebook,288,2020,2020,,2024/01/17,to-read,to-read (#298),to-read,,,,0,0
62366632,The New Roman Empire: A History of Byzantium,Anthony Kaldellis,"Kaldellis, Anthony",,"=""0197549322""","=""9780197549322""",0,4.60,Oxford University Press,Hardcover,1160,2023,2023,,2024/01/02,to-read,to-read (#297),to-read,,,,0,0
44492285,Dune Messiah (Dune #2),Frank Herbert,"Herbert, Frank",Brian Herbert,"=""0593098234""","=""9780593098233""",3,3.89,Ace,Mass Market Paperback,336,2019,1969,,2023/12/31,,,read,"2.5*  my copy was a single book in 2 parts, original review of Dune still stands, if viewed as a standalone maybe this part is a little stranger and a little weaker - where were the essential appendix chapters originally? Hopefully at the end of part 1 !",,,1,0
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",4,4.12,Tor.com,ebook,144,2017,2017,2023/12/31,2023/12/23,"ai, future, science","ai (#2), future (#2), science (#2)",read,"A fun, thoughtful and tight novella. <br/><br/>We have a fairly standard but fun story of a security cyborg gone native played out in a Wild West mystery setting. <br/><br/>What elevates the book is the cyborg, the self styled 'muderbot' who is a hoot! Murderbot would much rather be watching daytime soaps than making anything secure or, God forbid, talking to people. Haha. <br/><br/>The world building is slick, there are surprises and it does not slip into sci fi tropes, it feels fresh and modern!",,,1,0
293625,Child of God,Cormac McCarthy,"McCarthy, Cormac",,"=""0679728740""","=""9780679728740""",4,3.82,Knopf Doubleday Publishing Group,Paperback,197,1993,1973,2023/12/31,2023/12/21,,,read,"The Solitude of the Outcast<br/><br/><br/>I approached ""Child of God""  with tempered expectations as despite Cormac McCarthy's impressive list of 5* reviews from me, this is a much earlier work. <br/><br/><br/>To my delight, ""Child of God"" still packs quite a punch in its short length. It is distinctly McCarthy, carrying all the hallmark brutality and elegance I've come to cherish in his writing. Though the beautiful and majestic lyrical turns of later works is not quite present, the visceral horror certainly is. <br/><br/><br/>In many of his later books we have mostly 'good' people in bad situations, or meeting (very) 'bad' people; here our protagonist is straight up bad, and getting worse.   <br/><br/><br/>The story starts in a unhurried manner, potentially disguising its author were it not for the evocative depictions of the Southern landscape. But the disguise soon falls away, revealing a story that accelerates with grim intensity. Lester Ballard, the protagonist, is a pariah, navigating through a life of solitude and eventual depravity, with McCarthy's treatment of his journey both sympathetic and repellant. <br/><br/><br/>Do you want to know the nitty gritty details of necrophilia? Are you OK when it is funny? Then this book is for you! <br/><br/><br/>The work is well structured with a late reveal, and an unnecessary but very McCarthy postscript. <br/><br/><br/>Amidst the unsettling descent, McCarthy's prose is piercing, but it is not at the level I know and love from the later books. It's dark and nasty. I have fewer quotes, but you can see the themes he will keep writing about<br/><br/><br/>""You think people was meaner then then they are now? No, I don't, i think people are the same from the day God frist made them"" <br/><br/><br/>In ""Child of God,"" McCarthy once again delves into the dark complexities of human nature, and the often uncomfortable question of just how far away from the depths of depravity are any of us?",,,1,0
63107517,The Secret History of Christmas,Bill Bryson,"Bryson, Bill",,"=""""","=""""",4,3.82,Audible Studios,Audible Audio,4,2022,2022,2023/12/20,2023/12/19,,,read,"Excellent, as expected, short book by the beloved Bryson. <br/><br/>I think this is an Audible only special read by the man himself. We are taken on a fact-a -minute and funny tour of the whole of Christmas. <br/><br/>It's fascinating to see just how this crazy amalgamation of disparate traditions have fused to become the thing we know and love so dearly. <br/><br/>We have a great exploration of the source of our traditions, often older, darker and racier than you may imagine, and some great myth busting, no Coca Cola didn't invent Santa, though they did make his suit red!",true,,1,0
78931514,"Twilight of the Æsir (Hardcore History, #69-70)",Dan Carlin,"Carlin, Dan",,"=""""","=""""",5,4.31,,Audiobook,,2023,2023,2023/12/14,2023/12/19,,,read,"First rate telling of the 'Viking' age, from a most interesting perspective. I see the creators are calling the works audiobooks now, about time! 5* as usual. If you have never tried start now! ",,,1,0
124034693,White Holes,Carlo Rovelli,"Rovelli, Carlo",,"=""""","=""""",4,4.09,Riverhead Books,Hardcover,176,2023,2023,2023/12/19,2023/12/12,"physics, dante, science","physics (#1), dante (#1), science (#1)",read,"Much like his other works this is a thought provoking and beautifully written short book. This time, we are taken on a journey through a black hole and out of a white hole, our literary hand held by Dante's Divine Comedy. Wonderfully wrought, crisply translated. <br/><br/>Compared to his other works this has more personal stories, it is him and his student(s) as the protagonists this time, not the luminaries of Relativity and Quantum Mechanics. <br/><br/>Rovelli, with his characteristic eloquence, makes complex theoretical physics accessible, sharing insights into how the universe may not just be an assembly of black holes consuming all matter and light, but might also include white holes, where matter and light find rebirth. The book is less about providing concrete answers and more about broadening our understanding of cosmic possibilities, as it elegantly navigates through the realms of spacetime and quantum mechanics (with help from Dante!).<br/><br/>It does (in an understated manner) pose solutions to the central tension between Relativity and Quantum Mechanics - no mean feat. A little white hole here, reverse time there and poof where's the issue? :) <br/><br/>With ""White Holes,"" Rovelli continues to affirm his place as a masterful science communicator. He has a unique ability to capture the imagination with vivid descriptions while grounding discussions in the bedrock of scientific theory. His treatment of white holes as a concept challenges the reader to think beyond traditional astrophysical notions and to entertain the potential for cosmic phenomena that mirror the lifecycle of living organisms—birth, existence, and a transformative end.<br/><br/>Yet, the book is not just a theoretical treatise; it is also a contemplative reflection on human understanding and the nature of scientific inquiry. Rovelli's philosophical musings are interwoven with empirical discussions, inviting the reader to ponder on the nature of knowledge itself and our place in the universe. It is these parts of his works that I enjoy most. I will read them all. <br/>",,,1,0
90590134,"The Coming Wave: Technology, Power, and the Twenty-first Century's Greatest Dilemma",Mustafa Suleyman,"Suleyman, Mustafa",Michael Bhaskar,"=""0593593952""","=""9780593593950""",5,3.80,Crown,Hardcover,332,2023,2023,2023/12/19,2023/09/12,"ai, geo-politics, business, future","ai (#1), geo-politics (#1), business (#1), future (#1)",read,"4.5*<br/><br/>This is a wise, level headed book on AI. Required reading for those in, or interested in the field, despite maybe not offering a huge amount of new information. Maybe not hugely interesting for those who are not. <br/><br/>In ""The Coming Wave,"" we are navigated the reader through the intricate tapestry of contemporary technological evolution, with the co-founder of DeepMind and current CEO of Inflection AI Mustafa Suleman positing that we stand on the cusp of a wave more fundamental and challenging to contain than any before – akin to a Cambrian explosion of innovation. <br/><br/>They authors assert that technology has transcended the physical realm of atoms, becoming a recombinant force, analogous to language or chemistry, that exponentially feeds on itself. In two areas, Artificial Intelligence and Synthetic Biology this will provide huge benefits while posing immense challenges for humanity. <br/><br/>The realm of AI is the the authors home field, here he describes a landscape where there's no upper limit to scaling even today, we can simply daisy chain existing chips together to shatters barriers we once deemed insurmountable. His new company released it's LLM that challenges (though not surpasses) GPT4 last month. He knows what he is talking about. He presents a modern Turing test, not of conversational indistinguishability, but of entrepreneurial autonomy: the ability to generate a million dollars in revenue on Amazon with minimal human intervention past the prompt. So the searching, API connections marketing and banking all done by the AI agent. He suggests we are on the brink (a few years) of developing this ""Artificial Capable Intelligence"" where this type of self-executing to-do list programs will be realized. Interestingly he suggests banking aspect proving the most difficult part! It's a smart way of thinking this through. <br/><br/>Suleyman and Bhaskar later delve into techno-nationalism, acknowledging the validity of concerns surrounding the global race for technological supremacy, with China as a formidable contender. They explore the dichotomy of tech and state, contemplating the amplified pace at which technology reshapes politics and society, and questioning whether this rapid evolution serves the state's interests – be it a centralised model like China's or a more cosmopolitan approach. The incentives for individuals and companies are also expertly analysed, why do people work on this? What do scientists want? Money, kudos, fame, to be the first? Yes some of all of this. Without aligning safety concerns now we could face disaster here. <br/><br/>One of the book's central themes is the democratization of power through the plummeting cost of technology, empowering individuals and eroding traditional state controls. AI and to a lesser extent Synthetic Biology are force multipliers. This supercharging of individuals, and the masses carries with it the risk of unintended consequences, as even well-intentioned actors find themselves wielding tools of unprecedented potency, particularly in the uncontrolled realm of synthetic biology. These sections are more focused on disaster, cleverly playing real life accidents to show just how easy we blunder into outbreaks and pandemics (he deliberately leaves out the Covid 19 lab leak by showing several other less controversial ones.) It is worrying. The threat is very real. <br/><br/>The authors navigate a delicate tension between heavy state control and empowered individual actors, suggesting that a single misstep or one successful attack could result in catastrophe. They argue for robust frameworks for research, safety, and disclosures, underscoring the necessity of cooperation between companies and nations. Very wise. They clearly care. <br/><br/>Suleyman, with his background at DeepMind and their acquisition by Google, brings a personal touch to the narrative, emphasizing the need for collective responsibility in a field where he himself has been a key player. He calls for a commitment from all stakeholders to navigate the ""narrow path"" that lies between the loss of control and the loss of freedom – a balance between openness and closure to avoid catastrophic outcomes. He details how hard it was to force AI safety as a key principle in a for profit company. See OpenAI for more of the same!<br/><br/>While the book offers insightful perspectives on the future role of nation-states, it could be critiqued for leaning towards pessimism regarding their enduring power. Nonetheless, ""The Coming Wave"" stands as a testament to the profound implications of our technological trajectory and the critical choices that lie ahead.",,,1,0
58446227,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0593321448""","=""9780593321447""",3,4.05,Knopf,Hardcover,259,2022,2022,2023/01/01,2022/05/03,,,read,"Decent but unspectacular literary Sci Fi.<br/><br/>This is a well constructed and written time travel book that touches on several interesting areas without ever going too deep. <br/><br/>Time travel is explored at the surface level, the bureaucratic system is cleverly thought out but little else.<br/><br/>Simulation theory is a core theme, but is dismissed with a ""so what?"" if it's all a simulation what's important is that we feel it. I tend to agree, but a little more would have been nice. <br/><br/>This is a sequel of sorts to The Glass Hotel which I have not read, though I don't think it makes a huge difference. <br/><br/>It is neither as ambitious or as good as Station Eleven. There is an entire character who is very much the author and her experiences during covid, again somewhat interesting but nothing spectacular. The others are all a bit meh.",,,1,0
206236,"The Power of the Dog (Power of the Dog, #1)",Don Winslow,"Winslow, Don",,"=""1400096936""","=""9781400096930""",4,4.37,Vintage Crime/Black Lizard,Paperback,542,2006,2005,2023/12/08,2021/12/25,,,read,"Excellent. I tore through this like prime Charlie Sheen with a pure 8 ball. Vast scope, unrelenting action and shocking moments of real history. <br/><br/>In many respects this is like a modern 'Godfather', high level storytelling with fictional characters portraying real events. This time focusing on the Mexican cartels & the US security apparatus. <br/><br/>I know the history and the lore having been both a keen follower and having written my undergrad thesis on the subject many years ago. <br/><br/>The most outlandish parts of this book may shock people, but are based on real events. Yes those children were murdered like that. Yes the church was involved in the corruption of the Mexican government by the cartels. Yes the CIA did all of those things. Yes, they still go on...<br/><br/>Away from the story and reality I found the only weak points of the book to be the characters and one plot device. The protagonists are not quite perfect, being analgams of real people perhaps does this. And the strangest one is the main plot device, a hooker who happens to be present at all major events over a 20 year multi-country story. Exciting, but the only unrealistic part of the work. <br/><br/>In this respect I am directly comparing with his far newer 5* 'Da Force'. His writing, character building and style have all improved over the years, good for him!",,,1,0
55339408,Noise: A Flaw in Human Judgment,Daniel Kahneman,"Kahneman, Daniel","Olivier Sibony, Cass R. Sunstein","=""0316451401""","=""9780316451406""",2,3.67,"Little, Brown Spark",Hardcover,454,2021,2021,2023/12/08,2021/05/01,dnf,dnf (#1),read,"DNF This book has the great honour of being the first I have actively given up on. With a limited amount of time and so many worthy books I can't slog through those I don't enjoy or see real value in. <br/><br/>I bought this because Daniel Kahneman is one of the authors and I have 'Thinking, fast and slow' as a foundational book in my understanding of the world. Having not read it in nearly 15 years so I wonder how it actually holds up? I know many of the studies included have since been discredited.<br/><br/>Anyway, I'm confident this book is on sound academic grounds, but it's not very interesting. There is one core issue, it is mildly intriguing but is easily covered in the opening sections, it could be a long blog post. <br/><br/>I did trudge through another Cass Sunstein book, Nudge (3*), the writing here felt like that. I regretted that slog so I won't make it here. <br/><br/>Only for those in the field I feel.",,,1,0
134634583,"The PARA Method: Simplify, Organize, and Master Your Digital Life",Tiago Forte,"Forte, Tiago",,"=""1668045575""","=""9781668045572""",4,4.08,Simon Element / Simon Acumen,Kindle Edition,203,2023,,2023/12/08,2023/11/05,,,read,"Picked this up at the airport and read it rapidly, made the change to my Google notes, OneNote, work files with positive results, and have tried with email though I've been less successful there. It's proved very useful! Far superior to absolutely no organization :) <br/><br/>It is crisp, sharp and to the point, I could call it a glorified blog post because it is but it's a very good one! Recommended to all that need more organization and those that use multiple tools.",,,1,0
902715,"Before They Are Hanged (The First Law, #2)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575077883""","=""9780575077881""",5,4.36,Gollancz,Trade Paperback,441,2007,2007,2023/11/05,2023/08/07,,,read,"Yeesss this is the good stuff. Having read books from several of the other top Game of Thrones-like series, I can say this is my favorite of them by some margin. Smart, brutal and incentive. <br/><br/>One of the main reasons I like this series so much is the greyness of all characters - everyone is warts n'all and it makes it a much more enjoyable read. It's very funny. <br/><br/>The story picks up just after the events of book one, but I feel this book is better; there's less exposition, and the slightly boring love story is parked, then literally twisted forever. The mystery develops and grows. <br/><br/>It feels like there is non stop action, yet the main plot boils along in the background. You will be surprised and intrigued. <br/><br/>The book is well structured, very entertaining but I must mention two outstanding areas of writing, sex and vicious battles. Hey, if you are going to be a world class writer be good in exciting areas! <br/><br/>The sex scenes are really good, after reading some truly terrible ones recently I can better appreciate the skill. And wow, away from the brilliant big picture battle strategy, the book gets truly visceral. West's (fully deserved) new nickname ""Furious"" is apt. I've not read violence done so well since Game of Thrones.",,,1,0
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""0316055433""","=""9780316055437""",0,3.96,"Little, Brown",Hardcover,771,2013,2013,,2023/10/20,to-read,to-read (#296),to-read,,,,0,0
275833,"The Face of Battle: A Study of Agincourt, Waterloo and the Somme",John Keegan,"Keegan, John",,"=""1844137481""","=""9781844137480""",5,4.12,Pimlico,Paperback,352,2004,1976,2023/08/27,2023/07/19,,,read,"Masterful and original military history. Essential reading for military history nerds and aficionados. <br/><br/>The great Dan Carlin sent me here, and while it is quite academic in parts - one of the opening chapters being an illuminating though dense historiography of military history - it is a great read.<br/><br/>I call it original as it is a history from the perspective of the men, of those who do the fighting, not a zippy narrative from the commanders point of view. What is battle like for soildiers? How has it changed over the centuries? <br/><br/>Before reading the battles selected struck me as very British oriantainted, but there were several reasons for this outside of the writers nationality (and presumably some special access to documents). Agincourt, Waterloo and the Somme all happened close to each other, and yet the advances in technology and organization mark them as clearly different in order. <br/><br/>Some parts of battle are universal, others novel. We look at phycological aspects, weapons and kill zones, fatigue, right through to the importance of religion in each period. It's all historical gold. <br/><br/>He also brought me a fresh perspective on the battles of WW2, saying that the image of them as mechanized is largely mistaken - most battles were infantry based and more resembled seiges with occasional open dashes to a specific target. This resembles the current Ukraine conflict, there are modern twists yes, yet a soldier from 100 years ago would be right at home... <br/><br/>The final line, written in the midst of the cold war in the 70s, suggests battles may become obsolete...despite this looking prescient in Europe for decades, sadly it has now been proven wrong.",,,1,0
56269264,The Dawn of Everything: A New History of Humanity,David Graeber,"Graeber, David",David Wengrow,"=""0374157359""","=""9780374157357""",4,4.19,"Farrar, Straus and Giroux",Hardcover,692,2021,2021,2023/08/26,2021/11/10,,,read,"4.5* This is a brilliant, provocative, and somewhat messy book – much<br/>like the history of our species in total. The scope here is vast, the terrain uneven and complicated yet we emerge with a far greater understanding of what we both know, and more clearly what we don’t regarding the journey of humanity.<br/><br/>The historical analysis is first rate, some of the best I’ve ever read. However, some of the reasoning, together with some of the<br/>authors ideas as to how, what and why things may have gone the way they did is grasping. I think some of it stems from what I see as a<br/>negative socio-political outlook of present times.<br/><br/>One of the most exciting things with reading (with learning more generally) for me is overturning ideas I already had in my mind, how something fixed I thought I knew is either based on shaky ground or is plain wrong. A huge compliment to this work is that it did this for me repeatedly. On both small and large scales.<br/><br/>The book is excellent on breaking the linear idea of development and highlighting where this originated. I have broadly absorbed this<br/>narrative despite (because?) of high-level university courses and famous books. It does not fit the evidence at small to medium time<br/>scales – the long view of history? That remains open in my view.<br/><br/>In the same vein they assess ‘technology’ as the core signifier of development & civilisation through epochs. We live in such a<br/>technology fixated age, and we may project this backwards.<br/><br/>There is plenty of evidence for technological development being invented for use in rituals, for play not for societal change. Farming<br/>of several crops itself looks geared to religious offerings in Egypt, not food for people (leading to debt  inequality). Same for pottery<br/>(figurines), mining (pigments) steam engines (cool door openings), wheels (for toys in the Americas, not carts).<br/><br/>Rather than looking into what metals people used, or what enormous monuments they left behind could we ask how happy the people were? How free to live life as they saw fit? How peaceful it was? Yes, we should. And for sure in places people where better off outside of<br/>crushing empires of coercion living in smaller tribes. Pinker has lots of data saying it would not have been so safe everywhere however! I<br/>remain unconvinced either way on the violence question, but the day tovday I take the good point made in this work.<br/><br/>We are reminded that clearly sedentary ‘civilisations’ don’t tell the whole story. The Mongols, who left little in terms of grand buildings, fought Japanese, Javanese, and Christian knights at the same time who<br/>never even knew the others existed. They too were organized, powerful, technologically advanced. Some Native Americans chose to leave civilization (settled cities/towns) and live freer in harmony with their surroundings.<br/><br/>The authors brilliantly show how modes of production are not the silver bullet either – the key transformational change highlighted by<br/>so many other writers. They provide instructive examples from a huge range of societies. Farming was clearly a choice, not a default or a<br/>trap, and its use waxed and waned across time and geography – there was no single agricultural revolution, the shift of farming to core focus took millennia. Language groups, and modern studies of the remaining hunter gatherers receive the same excellent treatment among others famous theories.<br/><br/>One of the main themes of Yuval Harrari’s Sapiens is that humans are both master storytellers (and story followers), and he succeeded in writing an amazing story for us to follow. However, maybe it was too clear, too well constructed, here the narrative follows more closely what seems to have actually happened in the deep past, it’s stop<br/>start, here and there, not quite neat and coherent but always insightful.<br/><br/>The authors specifically call out two of my favourite writers/books for criticism – Pinker’s The Better Angles of our Nature and the<br/>above-mentioned Sapiens. The criticisms are fairly minor, stating they make large assumptions that the evidence does not back up, even when they state this themselves. Fair enough, though hilariously they do<br/>the exact same thing here, repeatedly assuming the current world is falling to pieces around us when the evidence points the other way on almost every metric (environmental being the only real, but very important outlier). I feel their political persuasions shine through<br/>here, rather than the evidence. Are we ‘stuck’ unable to imagine other social worlds? I’m not convinced. This is a small part of the book,<br/>more concerned with how to change or what to do, it is weaker than the main body, where they analyse, and teardown established history<br/>brilliantly.<br/><br/>A huge portion of the book focuses on Freedom, it is most interesting. It centres mostly on some Native American tribes and the major voices of the European Enlightenment – Rousseau in particular (for a book that claims to not talk about him he comes up a lot!). The idea is that the Native Americans had a better conception of freedom compared to the Europeans, a true personal freedom with no fixed kings or duty<br/>– and that they commonly and openly laughed at the Europeans.<br/><br/>Furthermore, that from this exchange key Enlightenment ideas took hold back in Europe, Democracy, rights, actual Freedoms. There is plenty of evidence for this, Europeans (past and present) apparently refused to believe the ‘savages’ even in print. This section was very insightful, if theory heavy, though I would caution that it is not quite a<br/>knockout blow.<br/><br/>There is a lengthy section on a theory of civilisations rising in opposition to what is next to them. This neatly explains a slavery<br/>conundrum in the Pacific Northwest. But I am unsure how well it fits globally. It is used to explain the seemingly huge change from the<br/>original egalitarian civilisations to ones dominated by heroic warrior (then monarchic) elites. Bringing with it dreaded inequality. This<br/>could be true, al least in places. But as to why this happened almost everywhere the authors run out of explanations, we seem to have<br/>collectively forgotten it could be done another way and acquiesced into near slavery.<br/><br/>The work on States is excellent. When scholars talk of 'states' in the past, these are nothing more than projections of what we have now. They would not make sense to the people at the time. Today it's based<br/>on 3 elements, sovereignty (and a monopoly of violence), administration and competitive politics. They exist together now but<br/>this is unusual.<br/><br/>There are very interesting sections regarding feminism. They speculate how the world before the warrior elites may have been feminist led. Intriguing but evidence light, maybe led by their politics. There is<br/>more evidence for it in the Minoan civilisation. Again, just not quite enough for a knockout blow just yet.<br/><br/>As mentioned above, they challenge the conception of violence as a core part of humanity, suggesting it may have been pushed or invented as such later. This is in direct opposition to Pinker, and indeed my<br/>beloved Cormac Macarthy. Can it be true? It is possible, in some places and times I’m onboard. Everywhere? Most of the time…ah I can’t quite accept it. Do states promote warfare as opposed to limiting it?<br/>Do rankings (status games) promote conflict? Very possibly. Can humans actually life outside of these games…unknown. Probably more so than today at least.<br/><br/>There is so much more, it's easier to tear down than to build, but nevertheless a great, thoughtful read!",,,1,0
30142270,Happy: Why more or less everything is absolutely fine,Derren Brown,"Brown, Derren",,"=""0593076206""","=""9780593076200""",0,4.05,Bantam Press,Paperback,448,2017,2016,,2023/08/25,to-read,to-read (#295),to-read,,,,0,0
62322008,Strange Sally Diamond,Liz Nugent,"Nugent, Liz",,"=""1844885968""","=""9781844885961""",0,4.14,Sandycove,Hardcover,384,2023,2023,,2023/08/23,to-read,to-read (#294),to-read,,,,0,0
58210933,Trust,Hernan Diaz,"Diaz, Hernan",,"=""""","=""""",0,3.80,Riverhead Books,Hardcover,402,2022,2022,,2023/08/08,to-read,to-read (#293),to-read,,,,0,0
42201505,Walking to Aldebaran,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1781087067""","=""9781781087060""",4,3.74,Solaris,Hardcover,144,2019,2019,2023/08/06,2019/04/30,,,read,"A dark, fun and noticeably British sci-fi short story. <br/><br/>There are some really cool ideas and literary devices in this twisted tale. Quite a few (funny!) British jokes - lines about Tesco, stuff like that too. I was impressed despite not entirely liking our protagonist narrator... <br/><br/>I also missed several jokes and seemingly pointless plot points that horrified eight year old me once I realized - I had completely missed that this is a retelling of childhood favourite Beowulf! You don't need to know that to enjoy it, but it helps! :) won't be as shocking though...",,,1,0
56783258,Cloud Cuckoo Land,Anthony Doerr,"Doerr, Anthony",,"=""1982168439""","=""9781982168438""",5,4.25,Scribner,Hardcover,626,2021,2021,2023/08/06,2021/08/31,,,read,"""What matters is that the story is passed on""<br/><br/>An epic piece of fiction. We have an intricately constructed story, where a story itself is the vessel that passes through the tulmut of thousands of years of history to link our disparate protagonists together. It's an ambitious idea brilliantly engineered. <br/>I have not read the highly rated book ""Cloud Atlas"" though I have watched the movie, it seems similar in this regard. <br/><br/>The writing is first rate. Much like his particularly excellent and widely celebrated previous book ""All the light we cannot see"". You feel as if you are there in the death throws of Constantinople, a Bulgarian mountain village in winter, a filthy POW camp in Korea, the (even more) desolate Australian outback in the near future, or on a starship. There's more sci-fi in this book, a wider cast, yet I could relate to the the characters in a meaningful way. <br/><br/>My only minor issue is with a small detail at the very end... I mean, she did not seem to walk very far!... :)<br/><br/>It's a wonderful way to spend your reading time. This story is worthy of being passed on for no other reason than that.",,,1,0
38217646,Farsighted: How We Make the Decisions That Matter the Most,Steven Johnson,"Johnson, Steven",,"=""0525534709""","=""9780525534709""",0,3.55,Riverhead Books,Kindle Edition,257,2018,2018,,2023/08/01,to-read,to-read (#292),to-read,,,,0,0
52741293,Shuggie Bain,Douglas   Stuart,"Stuart, Douglas",,"=""0802148042""","=""9780802148049""",5,4.30,Grove Press,Hardcover,430,2020,2020,2023/07/31,2023/07/10,,,read,"A beautifully wrought yet harrowing tale of poverty & addiction.<br/><br/>I recently read a blog post by a terminally ill man, he stated that life is beautiful and cruel, that that they are inextricably linked. https://jakeseliger.com/2023/07/23/how-do-we-evaluate-our-lives-at-the-end-what-counts-what-matters/ . <br/>This is the overriding feeling I took from this book, with a heavy weighting on the cruel. Shuggie's misplaced (?) love for his alcoholic mother Agnes the only beauty here (apart from the writing itself). <br/><br/>The work is actually mostly focused on Agnes not Shuggie, told often but not exclusively through his eyes. The supporting cast have interesting tales too, the section on Agnes' parents during the war in particular stood out. <br/><br/>The structure of the book helps it hit hard, we are spoonfed the backstory as we decend deeper into drink-fuelled misery. Like ""Requiem for a dream"" with Special Brew replacing the heroin. <br/><br/>While I don't understand the depths of alcohol addiction, I can't understand the seeming need for the women of the book to bag a man, any man. Even if jobless, disgusting, abusive, a rapist...still Agnes and others place such value in having (or keeping) one. Maybe it is part of a status game, because it's not simply financial, but wow, play another game lassies, they are no good for ye. <br/><br/>The book is very Scottish, very Glaswiegen actually, it will sound better in your head if you know a Glaswiegen in real life!<br/><br/>I doubt it is a point of the novel, but the bleak view of 80s Thatcherite Glasgow actually made me come around to some right wing views (not easy to say coming from a Labour heartland part of the country!). I'm sure more could have been done to retrain miners & greatly improve schooling for instance, but it seems the residents of Pithead could have helped themselves too. The deep rooted, multi-generational reliance on benefits that were good enough to get by on forms part of the hellish poverty trap. We see Leek & Cath both moving away to escape it successfully. <br/><br/>Glasgow, like the much closer to me Liverpool, is much improved today. Though both still have entrenched areas of extreme deprivation, resulting in the lowest life expectancies in the UK (around 55, lower than most sub-Saharan African countries). Lack of education, later work, and terrible general health indicators driven by smoking and drinking compound. It's a tough problem, just throwing money at the issue won't solve it, though it will help. Recent research from the US seems to show a deep scarring for those who suffer during recessions - many people fail to recover and slip into despondency & dependency (alcohol and later heroin in 80s Glasgow, Oxycodone then heroin & fentanyl since 2008 in the US). There must be ways to target the high risk groups for positive intervention. <br/><br/>I've read that the story is semi-autobiographical, that many of the events happened to the author though not the whole story, ouch what an upbringing - amazing he has went on to achieve so much in several fields. A worthy Booker prize winner.",,,1,0
230543,Mr. Nice,Howard Marks,"Marks, Howard",,"=""1841953199""","=""9781841953199""",4,3.90,Canongate UK,Paperback,560,2003,1996,,2018/02/25,,,read,,,,1,0
74735000,101 Whiskies to Try Before You Die (5th edition),Ian Buxton,"Buxton, Ian",,"=""""","=""""",0,4.05,Headline,Kindle Edition,348,2022,2010,,2023/07/28,to-read,to-read (#291),to-read,,,,0,0
8008928,Savages (Savages #2),Don Winslow,"Winslow, Don",,"=""1439183368""","=""9781439183366""",0,3.88,Simon & Schuster,Hardcover,302,2010,2010,,2021/12/25,to-read,to-read (#262),to-read,,,,0,0
3695488,Flesh wounds; (Longmans' imprint books),David Holbrook,"Holbrook, David",,"=""0582233771""","=""9780582233775""",0,3.82,Longmans,Paperback,310,1968,1966,,2023/07/27,to-read,to-read (#290),to-read,,,,0,0
84593,Cicero: The Life and Times of Rome's Greatest Politician,Anthony Everitt,"Everitt, Anthony",,"=""037575895X""","=""9780375758959""",0,3.90,Random House,Paperback,364,2003,2001,,2023/07/20,to-read,to-read (#289),to-read,,,,0,0
